Timestamp,ShowDate,ShowVenue,TicketCost,Ticketssource, LoverFestTickets,MerchBoostEmail 
11/16/2022 14:36,5/28/2023,East Rutherford,111.75,Verified Fan Presale,Yes,No
11/16/2022 14:37,6/10/2023,Detroit,35,Verified Fan Presale,No,No
11/16/2022 14:38,4/14/2023,Tampa,98.9,Verified Fan Presale,No,No
11/16/2022 14:39,5/27/2023,East Rutherford,111.75,Verified Fan Presale,Yes,No
11/16/2022 14:40,7/23/2023,Seattle,58.85,Verified Fan Presale,No,No
11/16/2022 14:41,8/4/2023,Los Angeles,32.5,Verified Fan Presale,Yes,Yes
11/16/2022 14:41,5/20/2023,Foxborough,23,Verified Fan Presale,No,Yes
11/16/2022 14:42,3/18/2023,Glendale,80,Verified Fan Presale,No,Yes
11/16/2022 14:42,5/19/2023,Foxborough,45,Verified Fan Presale,No,No
11/16/2022 14:44,4/15/2023,Tampa,53,Verified Fan Presale,Yes,Yes
11/16/2022 14:45,6/17/2023,Pittsburgh,50,Verified Fan Presale,No,No
11/16/2022 14:45,3/18/2023,Glendale,75,Verified Fan Presale,No,Yes
11/16/2022 14:45,5/7/2023,Nashville,27,Verified Fan Presale,No,No
11/16/2022 14:47,3/17/2023,Glendale,128,Verified Fan Presale,No,No
11/16/2022 14:47,3/25/2023,Las Vegas,50,Verified Fan Presale,No,No
11/16/2022 14:47,5/7/2023,Nashville,23,Verified Fan Presale,No,Yes
11/16/2022 14:48,7/15/2023,Denver,150,Verified Fan Presale,No,No
11/16/2022 14:48,6/16/2023,Pittsburgh,57.14,Verified Fan Presale,No,No
11/16/2022 14:48,5/27/2023,East Rutherford,100,Verified Fan Presale,No,Yes
11/16/2022 14:49,6/2/2023,Chicago,67,Verified Fan Presale,No,No
11/16/2022 14:50,6/23/2023,Minneapolis,10,Verified Fan Presale,No,No
11/16/2022 14:50,6/23/2023,Minneapolis,53,Verified Fan Presale,No,No
11/16/2022 14:50,7/22/2023,Seattle,31.35,Verified Fan Presale,No,Yes
11/16/2022 14:50,3/24/2023,Las Vegas,100,Verified Fan Presale,No,No
11/16/2022 14:51,7/15/2023,Denver,75,Verified Fan Presale,No,No
11/16/2022 14:51,7/29/2023,Santa Clara,60,Verified Fan Presale,No,Yes
11/16/2022 14:52,5/20/2023,Foxborough,32,Verified Fan Presale,No,No
11/16/2022 14:53,3/18/2023,Glendale,82.27,Capital One Presale,No,No
11/16/2022 14:53,4/23/2023,Houston,28,Verified Fan Presale,No,No
11/16/2022 14:54,4/29/2023,Atlanta,71,Verified Fan Presale,No,Yes
11/16/2022 14:54,8/4/2023,Los Angeles,24,Verified Fan Presale,No,No
11/16/2022 14:56,7/22/2023,Seattle,115,Verified Fan Presale,No,No
11/16/2022 14:56,5/14/2023,Philadelphia,35,Verified Fan Presale,No,Yes
11/16/2022 14:56,5/21/2023,Foxborough,20,Verified Fan Presale,No,No
11/16/2022 14:57,5/12/2023,Philadelphia,44,Verified Fan Presale,No,No
11/16/2022 14:57,7/29/2023,Santa Clara,57,Verified Fan Presale,No,No
11/16/2022 14:58,7/29/2023,Santa Clara,63.3,Capital One Presale,No,No
11/16/2022 14:59,8/3/2023,Los Angeles,58,Capital One Presale,No,No
11/16/2022 14:59,5/27/2023,East Rutherford,40,Verified Fan Presale,No,Yes
11/16/2022 14:59,7/23/2023,Seattle,70,Verified Fan Presale,No,Yes
11/16/2022 14:59,5/26/2023,East Rutherford,28,Verified Fan Presale,No,No
11/16/2022 15:00,5/13/2023,Philadelphia,36,Verified Fan Presale,No,Yes
11/16/2022 15:00,5/28/2023,East Rutherford,40,Capital One Presale,No,Yes
11/16/2022 15:00,5/27/2023,East Rutherford,115,Verified Fan Presale,No,Yes
11/16/2022 15:00,4/21/2023,Houston,29,Verified Fan Presale,No,No
11/16/2022 15:01,6/9/2023,Detroit,34,Verified Fan Presale,No,No
11/16/2022 15:01,7/15/2023,Denver,58,Verified Fan Presale,No,No
11/16/2022 15:01,6/2/2023,Chicago,100,Verified Fan Presale,No,No
11/16/2022 15:02,4/29/2023,Atlanta,55,Capital One Presale,No,No
11/16/2022 15:02,4/28/2023,Atlanta,121,Verified Fan Presale,No,Yes
11/16/2022 15:02,6/3/2023,Chicago,83.67,Capital One Presale,No,No
11/16/2022 15:04,4/1/2023,Arlington,50,Verified Fan Presale,No,Yes
11/16/2022 15:05,6/24/2023,Minneapolis,65,Verified Fan Presale,No,No
11/16/2022 15:07,6/3/2023,Chicago,257,Capital One Presale,Yes,Yes
11/16/2022 15:08,3/17/2023,Glendale,25,Verified Fan Presale,No,No
11/16/2022 15:09,8/5/2023,Los Angeles,50,Verified Fan Presale,No,Yes
11/16/2022 15:10,4/28/2023,Atlanta,125,Verified Fan Presale,No,Yes
11/16/2022 15:10,8/4/2023,Los Angeles,34.7,Verified Fan Presale,Yes,No
11/16/2022 15:11,8/4/2023,Los Angeles,74,Verified Fan Presale,Yes,No
11/16/2022 15:12,7/1/2023,Cincinnati,860,Verified Fan Presale,No,Yes
11/16/2022 15:13,7/22/2023,Seattle,51.8,Verified Fan Presale,Yes,No
11/16/2022 15:13,7/22/2023,Seattle,58.25,Capital One Presale,No,Yes
11/16/2022 15:13,7/7/2023,Kansas City,124,Verified Fan Presale,No,No
11/16/2022 15:14,3/17/2023,Glendale,150,Verified Fan Presale,Yes,No
11/16/2022 15:14,6/3/2023,Cincinnati,68.31,Verified Fan Presale,No,No
11/16/2022 15:15,4/23/2023,Houston,22,Verified Fan Presale,No,No
11/16/2022 15:15,5/6/2023,Nashville,40.53,Verified Fan Presale,No,No
11/16/2022 15:16,7/29/2023,Santa Clara,80,Verified Fan Presale,No,Yes
11/16/2022 15:16,5/28/2023,East Rutherford,40.87,Verified Fan Presale,No,No
11/16/2022 15:16,7/15/2023,Denver,60,Verified Fan Presale,Yes,Yes
11/16/2022 15:17,8/8/2023,Los Angeles,70,Verified Fan Presale,Yes,No
11/16/2022 15:17,3/31/2023,Arlington,59.92,Capital One Presale,No,No
11/16/2022 15:17,8/5/2023,Los Angeles,29.5,Verified Fan Presale,Yes,Yes
11/16/2022 15:18,7/29/2023,Santa Clara,56.65,Verified Fan Presale,Yes,Yes
11/16/2022 15:18,6/24/2023,Minneapolis,104,Verified Fan Presale,Yes,Yes
11/16/2022 15:18,6/3/2023,Cincinnati,40,Verified Fan Presale,No,No
11/16/2022 15:19,4/15/2023,Tampa,78,Verified Fan Presale,No,No
11/16/2022 15:19,5/14/2023,Philadelphia,138.8,Verified Fan Presale,No,No
11/16/2022 15:19,6/3/2023,Cincinnati,50,Verified Fan Presale,Yes,Yes
11/16/2022 15:19,5/13/2023,Philadelphia,40,Verified Fan Presale,No,No
11/16/2022 15:21,5/7/2023,Nashville,36,Verified Fan Presale,No,No
11/16/2022 15:21,7/29/2023,Santa Clara,35,Verified Fan Presale,No,No
11/16/2022 15:21,8/8/2023,Los Angeles,53,Verified Fan Presale,No,No
11/16/2022 15:22,6/17/2023,Pittsburgh,47,Verified Fan Presale,No,Yes
11/16/2022 15:23,4/28/2023,Atlanta,70,Verified Fan Presale,No,Yes
11/16/2022 15:24,7/23/2023,Seattle,30,Verified Fan Presale,No,No
11/16/2022 15:24,5/12/2023,Philadelphia,75,Verified Fan Presale,No,Yes
11/16/2022 15:25,4/23/2023,Houston,25,Verified Fan Presale,No,No
11/16/2022 15:25,6/2/2023,Chicago,150,Verified Fan Presale,No,Yes
11/16/2022 15:25,5/7/2023,Nashville,44,Verified Fan Presale,No,No
11/16/2022 15:25,8/4/2023,Los Angeles,40,Verified Fan Presale,Yes,No
11/16/2022 15:26,6/10/2023,Detroit,30,Capital One Presale,No,No
11/16/2022 15:27,5/14/2023,Philadelphia,100,Verified Fan Presale,Yes,Yes
11/16/2022 15:27,8/9/2023,Los Angeles,50,Verified Fan Presale,No,No
11/16/2022 15:27,7/8/2023,Kansas City,50,Verified Fan Presale,No,No
11/16/2022 15:27,5/14/2023,Philadelphia,75,Verified Fan Presale,No,Yes
11/16/2022 15:27,6/2/2023,Chicago,63,Capital One Presale,No,Yes
11/16/2022 15:27,7/22/2023,Seattle,66,Verified Fan Presale,No,Yes
11/16/2022 15:28,4/29/2023,Atlanta,60,Verified Fan Presale,No,No
11/16/2022 15:28,4/22/2023,Houston,150,Verified Fan Presale,No,Yes
11/16/2022 15:28,7/8/2023,Kansas City,55,Capital One Presale,No,No
11/16/2022 15:29,6/2/2023,Chicago,45,Verified Fan Presale,No,No
11/16/2022 15:29,7/1/2023,Cincinnati,26,Verified Fan Presale,Yes,Yes
11/16/2022 15:29,5/13/2023,Philadelphia,36,Verified Fan Presale,No,No
11/16/2022 15:30,8/5/2023,Los Angeles,30,Verified Fan Presale,No,No
11/16/2022 15:30,7/1/2023,Cincinnati,26,Verified Fan Presale,No,No
11/16/2022 15:30,7/15/2023,Denver,60,Verified Fan Presale,No,No
11/16/2022 15:30,8/9/2023,Los Angeles,51.48,Verified Fan Presale,No,No
11/16/2022 15:31,5/5/2023,Nashville,27,Verified Fan Presale,No,No
11/16/2022 15:31,6/17/2023,Pittsburgh,50,Capital One Presale,No,No
11/16/2022 15:33,7/23/2023,Seattle,48,Verified Fan Presale,No,No
11/16/2022 15:34,8/9/2023,Los Angeles,52,Verified Fan Presale,No,No
11/16/2022 15:34,5/19/2023,Foxborough,175,Verified Fan Presale,No,No
11/16/2022 15:36,7/15/2023,Denver,80.5,Capital One Presale,No,No
11/16/2022 15:36,5/26/2023,East Rutherford,28.05,Verified Fan Presale,No,Yes
11/16/2022 15:39,4/13/2023,Tampa,50,Verified Fan Presale,No,Yes
11/16/2022 15:40,3/18/2023,Glendale,64.89,Verified Fan Presale,Yes,No
11/16/2022 15:41,3/25/2023,Las Vegas,85,Verified Fan Presale,No,No
11/16/2022 15:41,7/29/2023,Santa Clara,306,Capital One Presale,No,No
11/16/2022 15:41,5/7/2023,Nashville,39.05,Verified Fan Presale,No,No
11/16/2022 15:42,8/8/2023,Los Angeles,50,Verified Fan Presale,No,Yes
11/16/2022 15:43,4/1/2023,Arlington,65,Verified Fan Presale,No,Yes
11/16/2022 15:44,6/17/2023,Pittsburgh,51.15,Verified Fan Presale,No,No
11/16/2022 15:44,4/14/2023,Tampa,143.2,Verified Fan Presale,No,No
11/16/2022 15:45,7/23/2023,Seattle,18.5,Verified Fan Presale,No,No
11/16/2022 15:45,6/9/2023,Detroit,50,Capital One Presale,No,Yes
11/16/2022 15:46,6/2/2023,Chicago,80,Capital One Presale,No,No
11/16/2022 15:46,4/23/2023,Houston,104,Verified Fan Presale,No,No
11/16/2022 15:47,7/22/2023,Seattle,29.35,Verified Fan Presale,No,Yes
11/16/2022 15:47,4/30/2023,Atlanta,46,Verified Fan Presale,No,No
11/16/2022 15:48,5/12/2023,Philadelphia,30,Verified Fan Presale,No,No
11/16/2022 15:50,5/6/2023,Nashville,250.2,Verified Fan Presale,No,Yes
11/16/2022 15:50,7/23/2023,Seattle,50,Verified Fan Presale,No,No
11/16/2022 15:51,8/9/2023,Los Angeles,48.4,Verified Fan Presale,No,No
11/16/2022 15:52,5/12/2023,Philadelphia,50,Verified Fan Presale,No,No
11/16/2022 15:53,3/25/2023,Las Vegas,70,Verified Fan Presale,No,No
11/16/2022 15:53,5/26/2023,East Rutherford,95.55,Verified Fan Presale,No,Yes
11/16/2022 15:54,7/29/2023,Santa Clara,30,Verified Fan Presale,No,Yes
11/16/2022 15:55,4/2/2023,Arlington,36.46,Capital One Presale,No,No
11/16/2022 15:55,8/5/2023,Los Angeles,75,Capital One Presale,No,No
11/16/2022 15:55,6/10/2023,Detroit,34,Verified Fan Presale,No,No
11/16/2022 15:56,7/15/2023,Denver,100,Verified Fan Presale,No,Yes
11/16/2022 15:58,6/4/2023,Chicago,40,Capital One Presale,No,Yes
11/16/2022 15:59,5/20/2023,Foxborough,100,Verified Fan Presale,No,No
11/16/2022 15:59,5/13/2023,Philadelphia,41,Verified Fan Presale,No,No
11/16/2022 15:59,6/3/2023,Cincinnati,45,Verified Fan Presale,No,Yes
11/16/2022 16:00,6/4/2023,Chicago,400,Verified Fan Presale,No,Yes
11/16/2022 16:00,5/5/2023,Nashville,50,Verified Fan Presale,No,No
11/16/2022 16:00,5/20/2023,Foxborough,50,Verified Fan Presale,No,No
11/16/2022 16:01,6/3/2023,Cincinnati,74,Verified Fan Presale,No,No
11/16/2022 16:01,7/28/2023,Santa Clara,102.6,Capital One Presale,Yes,No
11/16/2022 16:01,7/28/2023,Santa Clara,83.05,Verified Fan Presale,No,No
11/16/2022 16:01,5/12/2023,Philadelphia,44,Verified Fan Presale,No,No
11/16/2022 16:02,7/22/2023,Seattle,50,Verified Fan Presale,No,No
11/16/2022 16:03,6/17/2023,Pittsburgh,1200,Verified Fan Presale,No,No
11/16/2022 16:04,4/22/2023,Houston,31,Verified Fan Presale,No,No
11/16/2022 16:06,7/14/2023,Denver,78,General Onsale,No,No
11/16/2022 16:07,3/25/2023,Las Vegas,50,Verified Fan Presale,No,Yes
11/16/2022 16:07,7/22/2023,Seattle,66.45,Verified Fan Presale,No,No
11/16/2022 16:09,7/22/2023,Seattle,115,Verified Fan Presale,No,Yes
11/16/2022 16:09,7/22/2023,Seattle,31.35,Verified Fan Presale,Yes,No
11/16/2022 16:09,7/23/2023,Seattle,140,Capital One Presale,No,No
11/16/2022 16:10,3/17/2023,Glendale,54,Verified Fan Presale,No,No
11/16/2022 16:10,5/21/2023,Foxborough,40,Verified Fan Presale,No,No
11/16/2022 16:11,5/13/2023,Philadelphia,41.35,Verified Fan Presale,No,Yes
11/16/2022 16:11,5/27/2023,East Rutherford,21,Verified Fan Presale,Yes,No
11/16/2022 16:11,5/12/2023,Philadelphia,98,Verified Fan Presale,Yes,Yes
11/16/2022 16:12,7/7/2023,Kansas City,25,Verified Fan Presale,No,Yes
11/16/2022 16:13,7/29/2023,Santa Clara,45,Verified Fan Presale,No,No
11/16/2022 16:13,4/22/2023,Houston,165,Verified Fan Presale,No,Yes
11/16/2022 16:14,4/23/2023,Houston,30,Verified Fan Presale,No,Yes
11/16/2022 16:14,7/8/2023,Kansas City,177,Verified Fan Presale,No,No
11/16/2022 16:14,6/3/2023,Cincinnati,65,Capital One Presale,No,No
11/16/2022 16:14,6/2/2023,Chicago,729,Verified Fan Presale,No,Yes
11/16/2022 16:14,8/3/2023,Los Angeles,65,Capital One Presale,No,Yes
11/16/2022 16:15,7/29/2023,Santa Clara,49,Verified Fan Presale,No,No
11/16/2022 16:15,6/3/2023,Chicago,71,Verified Fan Presale,No,Yes
11/16/2022 16:15,6/2/2023,Chicago,75,Capital One Presale,No,No
11/16/2022 16:17,6/10/2023,Detroit,133,Verified Fan Presale,No,No
11/16/2022 16:18,3/24/2023,Las Vegas,83,Verified Fan Presale,No,No
11/16/2022 16:18,7/14/2023,Denver,11,Verified Fan Presale,No,No
11/16/2022 16:18,6/3/2023,Chicago,89,Verified Fan Presale,No,Yes
11/16/2022 16:19,5/12/2023,Philadelphia,37,Verified Fan Presale,No,No
11/16/2022 16:19,5/28/2023,East Rutherford,18,Verified Fan Presale,Yes,Yes
11/16/2022 16:19,7/28/2023,Santa Clara,50,Verified Fan Presale,No,No
11/16/2022 16:20,7/29/2023,Santa Clara,53.7,Verified Fan Presale,No,Yes
11/16/2022 16:20,5/27/2023,East Rutherford,50,Verified Fan Presale,Yes,Yes
11/16/2022 16:21,5/13/2023,Philadelphia,35,Verified Fan Presale,No,Yes
11/16/2022 16:23,7/22/2023,Seattle,79.6,Verified Fan Presale,No,Yes
11/16/2022 16:24,4/2/2023,Arlington,60,Verified Fan Presale,Yes,No
11/16/2022 16:25,5/6/2023,Nashville,50,Verified Fan Presale,No,No
11/16/2022 16:25,8/4/2023,Los Angeles,58,Capital One Presale,Yes,No
11/16/2022 16:25,3/24/2023,Las Vegas,86,Verified Fan Presale,No,No
11/16/2022 16:25,7/28/2023,Santa Clara,68.4,Capital One Presale,No,Yes
11/16/2022 16:25,7/23/2023,Seattle,50.05,Capital One Presale,No,Yes
11/16/2022 16:26,6/9/2023,Detroit,32,Verified Fan Presale,No,Yes
11/16/2022 16:26,6/3/2023,Chicago,125,Verified Fan Presale,No,Yes
11/16/2022 16:27,4/2/2023,Arlington,62,Verified Fan Presale,No,No
11/16/2022 16:27,4/14/2023,Tampa,62,Verified Fan Presale,No,No
11/16/2022 16:28,7/15/2023,Denver,71.75,Verified Fan Presale,No,Yes
11/16/2022 16:28,7/23/2023,Seattle,75,Capital One Presale,No,No
11/16/2022 16:28,5/5/2023,Nashville,45,Verified Fan Presale,No,Yes
11/16/2022 16:28,6/4/2023,Chicago,89,Capital One Presale,Yes,Yes
11/16/2022 16:29,4/2/2023,Arlington,80,Verified Fan Presale,No,No
11/16/2022 16:29,5/14/2023,Philadelphia,43,Verified Fan Presale,No,Yes
11/16/2022 16:29,6/2/2023,Chicago,40,Verified Fan Presale,No,Yes
11/16/2022 16:29,5/12/2023,Philadelphia,94,Verified Fan Presale,No,Yes
11/16/2022 16:30,6/3/2023,Cincinnati,30,Verified Fan Presale,No,No
11/16/2022 16:30,4/13/2023,Tampa,41,Verified Fan Presale,No,No
11/16/2022 16:30,6/3/2023,Chicago,59.26,Verified Fan Presale,No,Yes
11/16/2022 16:31,5/19/2023,Foxborough,32,Verified Fan Presale,Yes,No
11/16/2022 16:31,6/4/2023,Chicago,81.35,Capital One Presale,No,No
11/16/2022 16:32,7/28/2023,Santa Clara,47.54,Capital One Presale,No,No
11/16/2022 16:32,6/10/2023,Detroit,30.3,Verified Fan Presale,Yes,Yes
11/16/2022 16:32,5/5/2023,Nashville,40,Verified Fan Presale,No,No
11/16/2022 16:34,8/9/2023,Los Angeles,112,Verified Fan Presale,No,No
11/16/2022 16:35,5/6/2023,Nashville,50,Verified Fan Presale,No,Yes
11/16/2022 16:35,4/28/2023,Atlanta,26,Verified Fan Presale,No,No
11/16/2022 16:37,6/17/2023,Pittsburgh,99,Capital One Presale,No,No
11/16/2022 16:38,7/1/2023,Cincinnati,27.5,Verified Fan Presale,No,No
11/16/2022 16:39,3/25/2023,Las Vegas,94,Verified Fan Presale,No,No
11/16/2022 16:40,5/12/2023,Philadelphia,42,Verified Fan Presale,No,Yes
11/16/2022 16:40,8/5/2023,Los Angeles,72,Verified Fan Presale,Yes,Yes
11/16/2022 16:40,4/14/2023,Tampa,25,Verified Fan Presale,No,No
11/16/2022 16:40,7/23/2023,Seattle,75,Capital One Presale,Yes,Yes
11/16/2022 16:40,3/25/2023,Las Vegas,110,Verified Fan Presale,No,Yes
11/16/2022 16:40,7/22/2023,Seattle,578,Verified Fan Presale,No,No
11/16/2022 16:41,5/26/2023,East Rutherford,25,Verified Fan Presale,No,Yes
11/16/2022 16:42,7/29/2023,Santa Clara,80,Verified Fan Presale,Yes,Yes
11/16/2022 16:43,5/20/2023,Foxborough,100,Verified Fan Presale,No,No
11/16/2022 16:43,7/1/2023,Cincinnati,45,Verified Fan Presale,No,No
11/16/2022 16:43,6/17/2023,Pittsburgh,55.2,Verified Fan Presale,No,No
11/16/2022 16:43,6/24/2023,Minneapolis,108.7,Verified Fan Presale,No,No
11/16/2022 16:43,8/3/2023,Los Angeles,94,Verified Fan Presale,No,No
11/16/2022 16:44,5/20/2023,Foxborough,23,Verified Fan Presale,No,Yes
11/16/2022 16:45,7/29/2023,Santa Clara,105,Capital One Presale,Yes,Yes
11/16/2022 16:45,7/8/2023,Kansas City,46,Verified Fan Presale,No,Yes
11/16/2022 16:45,3/18/2023,Glendale,33,Verified Fan Presale,No,No
11/16/2022 16:45,7/8/2023,Kansas City,55,Verified Fan Presale,No,Yes
11/16/2022 16:45,4/28/2023,Atlanta,56,Capital One Presale,No,Yes
11/16/2022 16:45,7/8/2023,Kansas City,35,Verified Fan Presale,No,No
11/16/2022 16:46,5/21/2023,Foxborough,68,Capital One Presale,Yes,No
11/16/2022 16:47,6/9/2023,Detroit,135,Verified Fan Presale,No,No
11/16/2022 16:48,6/23/2023,Minneapolis,25,Verified Fan Presale,No,No
11/16/2022 16:48,5/28/2023,East Rutherford,52,Capital One Presale,No,No
11/16/2022 16:48,8/5/2023,Los Angeles,55,Verified Fan Presale,Yes,No
11/16/2022 16:48,6/24/2023,Minneapolis,65,Verified Fan Presale,No,Yes
11/16/2022 16:48,6/10/2023,Detroit,36.55,Verified Fan Presale,No,Yes
11/16/2022 16:49,6/10/2023,Detroit,26,Verified Fan Presale,Yes,No
11/16/2022 16:50,4/15/2023,Tampa,28.9,Verified Fan Presale,No,No
11/16/2022 16:51,5/27/2023,East Rutherford,40,Verified Fan Presale,No,No
11/16/2022 16:51,5/13/2023,Philadelphia,46,Capital One Presale,No,Yes
11/16/2022 16:52,6/17/2023,Pittsburgh,55,Verified Fan Presale,No,Yes
11/16/2022 16:52,8/8/2023,Los Angeles,138.5,Verified Fan Presale,Yes,Yes
11/16/2022 16:52,4/13/2023,Tampa,22,Verified Fan Presale,No,No
11/16/2022 16:52,7/29/2023,Santa Clara,41,Verified Fan Presale,No,Yes
11/16/2022 16:52,5/12/2023,Philadelphia,35,Verified Fan Presale,No,No
11/16/2022 16:53,5/14/2023,Philadelphia,40,Verified Fan Presale,No,No
11/16/2022 16:53,3/18/2023,Glendale,63,Verified Fan Presale,No,Yes
11/16/2022 16:54,5/20/2023,Foxborough,26,Verified Fan Presale,No,Yes
11/16/2022 16:54,7/1/2023,Cincinnati,17.85,Verified Fan Presale,No,No
11/16/2022 16:54,8/9/2023,Los Angeles,77,Capital One Presale,No,No
11/16/2022 16:54,3/31/2023,Arlington,26,Verified Fan Presale,No,Yes
11/16/2022 16:55,5/28/2023,East Rutherford,117.75,Verified Fan Presale,No,No
11/16/2022 16:55,7/1/2023,Cincinnati,100,Verified Fan Presale,Yes,Yes
11/16/2022 16:55,4/1/2023,Arlington,150,Capital One Presale,No,No
11/16/2022 16:55,5/12/2023,Philadelphia,116,Verified Fan Presale,No,No
11/16/2022 16:57,3/17/2023,Glendale,25,Verified Fan Presale,Yes,No
11/16/2022 16:57,6/24/2023,Minneapolis,80,Verified Fan Presale,No,No
11/16/2022 16:57,6/23/2023,Minneapolis,34,Verified Fan Presale,No,No
11/16/2022 16:58,3/24/2023,Las Vegas,65,Verified Fan Presale,No,No
11/16/2022 16:59,4/28/2023,Atlanta,60,Capital One Presale,No,No
11/16/2022 17:00,8/5/2023,Los Angeles,55.5,Verified Fan Presale,No,No
11/16/2022 17:00,5/19/2023,Foxborough,25,Verified Fan Presale,Yes,No
11/16/2022 17:01,5/13/2023,Philadelphia,49,Verified Fan Presale,No,Yes
11/16/2022 17:01,4/15/2023,Tampa,40,Capital One Presale,No,No
11/16/2022 17:02,7/23/2023,Seattle,70,Verified Fan Presale,No,No
11/16/2022 17:03,6/3/2023,Cincinnati,22,Verified Fan Presale,No,No
11/16/2022 17:03,6/3/2023,Chicago,230,Capital One Presale,No,No
11/16/2022 17:04,4/2/2023,Arlington,160,Verified Fan Presale,No,No
11/16/2022 17:04,3/18/2023,Glendale,32,Verified Fan Presale,No,No
11/16/2022 17:05,7/7/2023,Kansas City,40.05,Verified Fan Presale,No,No
11/16/2022 17:05,5/12/2023,Philadelphia,40,Verified Fan Presale,No,No
11/16/2022 17:05,6/3/2023,Chicago,108.16,Verified Fan Presale,No,No
11/16/2022 17:05,5/21/2023,Foxborough,27.9,Verified Fan Presale,No,No
11/16/2022 17:06,5/21/2023,Foxborough,62.75,Verified Fan Presale,No,Yes
11/16/2022 17:06,5/5/2023,Nashville,37.05,Verified Fan Presale,No,Yes
11/16/2022 17:06,4/28/2023,Atlanta,50,Capital One Presale,No,No
11/16/2022 17:07,7/7/2023,Kansas City,172.7,Verified Fan Presale,Yes,Yes
11/16/2022 17:07,4/29/2023,Atlanta,280.8,Capital One Presale,No,Yes
11/16/2022 17:07,4/29/2023,Atlanta,30.25,Verified Fan Presale,No,Yes
11/16/2022 17:09,7/8/2023,Kansas City,25,Verified Fan Presale,No,No
11/16/2022 17:10,5/5/2023,Nashville,80,Verified Fan Presale,No,No
11/16/2022 17:11,5/20/2023,Foxborough,61,Verified Fan Presale,No,Yes
11/16/2022 17:12,5/7/2023,Nashville,32,Verified Fan Presale,No,No
11/16/2022 17:12,5/27/2023,East Rutherford,43.35,Capital One Presale,No,No
11/16/2022 17:13,6/4/2023,Chicago,60,Verified Fan Presale,No,No
11/16/2022 17:13,3/17/2023,Glendale,109,Capital One Presale,No,No
11/16/2022 17:13,7/23/2023,Seattle,159.26,Capital One Presale,No,Yes
11/16/2022 17:13,7/15/2023,Denver,75,Verified Fan Presale,No,Yes
11/16/2022 17:14,4/28/2023,Atlanta,65,Verified Fan Presale,No,Yes
11/16/2022 17:14,3/17/2023,Glendale,31,Verified Fan Presale,No,No
11/16/2022 17:15,5/26/2023,East Rutherford,103.7,Capital One Presale,No,No
11/16/2022 17:15,5/27/2023,East Rutherford,117,Capital One Presale,Yes,Yes
11/16/2022 17:15,5/27/2023,East Rutherford,111.75,Verified Fan Presale,No,No
11/16/2022 17:17,4/1/2023,Arlington,187,Verified Fan Presale,Yes,No
11/16/2022 17:18,4/15/2023,Tampa,45,Verified Fan Presale,No,No
11/16/2022 17:20,6/10/2023,Detroit,30,Verified Fan Presale,No,No
11/16/2022 17:20,7/28/2023,Santa Clara,52,Verified Fan Presale,No,No
11/16/2022 17:20,7/29/2023,Santa Clara,60,Verified Fan Presale,No,No
11/16/2022 17:21,6/3/2023,Cincinnati,160,Capital One Presale,No,No
11/16/2022 17:21,7/23/2023,Seattle,26.75,Verified Fan Presale,No,No
11/16/2022 17:21,8/8/2023,Los Angeles,40,Verified Fan Presale,No,No
11/16/2022 17:21,5/7/2023,Nashville,36,Verified Fan Presale,No,No
11/16/2022 17:21,5/20/2023,Foxborough,70,Verified Fan Presale,No,No
11/16/2022 17:23,5/6/2023,Nashville,25,Verified Fan Presale,No,No
11/16/2022 17:24,7/1/2023,Cincinnati,58,Capital One Presale,No,Yes
11/16/2022 17:24,8/8/2023,Los Angeles,55,Verified Fan Presale,No,No
11/16/2022 17:25,6/2/2023,Chicago,60,Verified Fan Presale,No,No
11/16/2022 17:25,4/14/2023,Tampa,278,Verified Fan Presale,No,No
11/16/2022 17:25,4/21/2023,Houston,71,Verified Fan Presale,No,No
11/16/2022 17:25,6/17/2023,Pittsburgh,60,Verified Fan Presale,No,No
11/16/2022 17:25,4/22/2023,Houston,140,Verified Fan Presale,No,Yes
11/16/2022 17:25,4/30/2023,Atlanta,120,Verified Fan Presale,No,Yes
11/16/2022 17:25,4/2/2023,Arlington,75,Verified Fan Presale,No,No
11/16/2022 17:26,5/5/2023,Nashville,70,Verified Fan Presale,No,No
11/16/2022 17:26,7/1/2023,Cincinnati,50,Verified Fan Presale,No,No
11/16/2022 17:27,4/22/2023,Houston,76.65,Verified Fan Presale,Yes,Yes
11/16/2022 17:27,4/14/2023,Tampa,28,Verified Fan Presale,No,No
11/16/2022 17:29,5/5/2023,Nashville,40,Verified Fan Presale,Yes,No
11/16/2022 17:30,6/2/2023,Chicago,55,Verified Fan Presale,No,No
11/16/2022 17:30,8/4/2023,Los Angeles,62.85,Capital One Presale,No,No
11/16/2022 17:31,3/25/2023,Las Vegas,50,Verified Fan Presale,No,Yes
11/16/2022 17:31,5/27/2023,East Rutherford,145,Verified Fan Presale,No,Yes
11/16/2022 17:33,6/16/2023,Pittsburgh,163,Verified Fan Presale,No,No
11/16/2022 17:35,5/13/2023,Philadelphia,36,Verified Fan Presale,No,Yes
11/16/2022 17:36,5/28/2023,East Rutherford,45,Verified Fan Presale,No,No
11/16/2022 17:36,6/3/2023,Chicago,364.13,Verified Fan Presale,No,Yes
11/16/2022 17:37,7/29/2023,Santa Clara,54,Verified Fan Presale,No,No
